id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
ts84993,Daybreak,SHOW,"Living his best life in post-apocalyptic LA, a slacker strives to find the girl of his dreams while outwitting mindless ghouls and cliquish gangs.",2019,TV-MA,47,"['scifi', 'action', 'thriller', 'comedy', 'drama', 'fantasy', 'horror']",['US'],1.0,tt12358072,6.7,21397.0,17.392,7.102
ts237513,Ju-On: Origins,SHOW,A paranormal researcher searches obsessively for a cursed home where something terrible happened to a mother and her child long ago.,2020,,29,"['thriller', 'drama', 'horror']",['JP'],1.0,tt12313914,6.1,4897.0,13.539,6.748
tm847998,Hubie Halloween,MOVIE,"Hubie Dubois, despite his devotion to his hometown of Salem, Massachusetts (and its legendary Halloween celebration), is a figure of mockery for kids and adults alike. But this year, something really is going bump in the night, and it’s up to Hubie to save Halloween.",2020,PG-13,103,"['thriller', 'horror', 'comedy', 'fantasy']",['US'],,tt10682266,5.2,52721.0,17.355,5.974
ts217356,Betaal,SHOW,A remote village becomes the arena of a breathless battle when an undead East India Company officer and his battalion of zombie redcoats attack a squad of modern-day soldiers.,2020,TV-MA,47,"['action', 'horror', 'thriller']",['IN'],1.0,tt10651790,5.4,9294.0,8.535,6.547
ts84633,The Promised Neverland,SHOW,"Surrounded by a forest and a gated entrance, the Grace Field House is inhabited by orphans happily living together as one big family, looked after by their ""Mama,"" Isabella. Although they are required to take tests daily, the children are free to spend their time as they see fit, usually playing outside, as long as they do not venture too far from the orphanage — a rule they are expected to follow no matter what. However, all good times must come to an end, as every few months, a child is adopted and sent to live with their new family... never to be heard from again.

However, the three oldest siblings have their suspicions about what is actually happening at the orphanage, and they are about to discover the cruel fate that awaits the children living at Grace Field, including the twisted nature of their beloved Mama.",2019,TV-MA,23,"['animation', 'thriller', 'scifi', 'action', 'drama', 'crime', 'horror', 'fantasy']",['JP'],2.0,tt8788458,8.3,40243.0,37.84,8.619
tm845489,His House,MOVIE,"After making a harrowing escape from war-torn South Sudan, a young refugee couple struggle to adjust to their new life in a small English town that has an unspeakable evil lurking beneath the surface.",2020,,93,"['thriller', 'horror', 'drama']",['GB'],,tt8508734,6.5,43893.0,22.6,6.48
tm922788,The Babysitter: Killer Queen,MOVIE,"Two years after defeating a satanic cult led by his babysitter Bee, Cole's trying to forget his past and focus on surviving high school. But when old enemies unexpectedly return, Cole will once again have to outsmart the forces of evil.",2020,R,101,"['horror', 'comedy']",['US'],,tt11024272,5.8,44142.0,37.401,6.415
tm922429,The Block Island Sound,MOVIE,What’s controlling the town on Block Island? There’s a force lurking off the coast and the wildlife and people are all behaving strangely.,2020,,103,"['horror', 'scifi', 'thriller']",['US'],,tt8747160,5.4,8471.0,10.364,5.2
tm947308,Blood Line,MOVIE,"When an accident leaves a young boy in a coma, his parent's love is put to the test as they resort to a dangerous plan to save him.",2020,,93,"['horror', 'drama', 'thriller']","['AE', 'EG', 'RO', 'SA']",,tt13315374,2.3,242.0,3.313,6.8
tm931686,Vampires vs. the Bronx,MOVIE,Three gutsy kids from a rapidly gentrifying Bronx neighborhood stumble upon a sinister plot to suck all the life from their beloved community.,2020,PG-13,86,"['horror', 'comedy']",['US'],,tt8976576,5.7,10434.0,10.243,5.8
tm444469,Eerie,MOVIE,"The unexpected and gruesome death of a student threatens the existence of an old Catholic school for girls. Pat Consolacion, the school guidance counselor, involves herself with the students in the hopes of helping them cope, and at the same time uncover the mysteries of the student’s death. Most students suspect of the strict and borderline abusive Mother Alice, who also threatened Pat’s tenure in the school because of her continuous meddling with the case. But Pat’s unusual talents lead her to knowing Eri, a former student who's been watching the whole school for years. Piece by piece, Pat uncovers the secret of the school and the monster that it nurtured for the past century.",2019,,101,"['crime', 'thriller', 'drama', 'horror']","['PH', 'SG']",,tt8723216,4.7,2528.0,5.177,5.4
ts219101,Marianne,SHOW,"When a novelist realizes her terrifying stories are coming true, she returns to her hometown to face the demons from her past that inspire her writing.",2019,TV-MA,45,"['thriller', 'horror', 'drama']",['FR'],1.0,tt10875696,7.4,16373.0,18.915,7.567
ts191121,Reality Z,SHOW,"A zombie apocalypse that imprisons participants and producers of a reality show called Olimpo, The House of the Gods. The studio becomes a shelter for those who seek salvation in Rio de Janeiro where chaos and hopelessness begin to rule.",2020,TV-MA,31,"['comedy', 'horror', 'scifi']",['BR'],1.0,tt10241238,5.6,2649.0,14.575,6.814
tm676311,Sightless,MOVIE,"After an attack renders her blind, Ellen Ashland withdraws from the world to recover. But soon she plunges into paranoia, unable to convince anyone that her assailant has returned to terrorize her by hiding in plain sight.",2020,,89,"['drama', 'thriller', 'horror']",['US'],,tt10303430,5.5,9156.0,9.41,7.0
tm883189,Dangerous Lies,MOVIE,"After losing her waitressing job, Katie Franklin takes a job as a caretaker to a wealthy elderly man in his sprawling, empty Chicago estate. The two grow close, but when he unexpectedly passes away and names Katie as his sole heir, she and her husband Adam are pulled into a complex web of lies, deception, and murder. If she's going to survive, Katie will have to question everyone's motives — even the people she loves.",2020,,96,"['thriller', 'drama', 'horror', 'comedy', 'crime']","['CA', 'US']",,tt10183816,5.3,17708.0,10.629,6.4
tm936236,Cadaver,MOVIE,"In the aftermath of a nuclear disaster, a starving family find hope in a charismatic hotel owner. Lured by the prospect of a free dinner, they discover that the evening's entertainment blurs the lines between performance and reality. Will they wind up the spectators or the spectacle?",2020,,86,"['thriller', 'drama', 'horror']","['NO', 'SE']",,tt11284280,5.2,10964.0,19.541,5.6
tm449590,Rattlesnake,MOVIE,"After a mysterious woman saves her daughter from a deadly snakebite, a single mother must repay the debt by killing a stranger before sundown.",2019,,85,"['drama', 'thriller', 'horror', 'crime']",['US'],,tt9257484,4.6,8979.0,10.165,5.2
tm681578,The Rental,MOVIE,Two couples rent a vacation home for what should be a celebratory weekend get-away.,2020,R,88,"['drama', 'horror', 'thriller']",['US'],,tt10003008,5.7,34123.0,20.582,5.571
tm413660,In the Tall Grass,MOVIE,"After hearing a child screaming for help from the green depths of a vast field of tall grass, Becky, a pregnant woman, and Cal, her brother, park their car near a mysterious abandoned church and recklessly enter the field, discovering that they are not alone and because of some reason they are unable of escaping a completely inextricable vegetable labyrinth.",2019,,102,"['thriller', 'horror', 'drama', 'scifi']","['CA', 'US']",,tt4687108,5.4,58684.0,20.475,5.537
ts221749,Dorohedoro,SHOW,"The story revolves around Kaiman, who does not remember who he was before he was transfigured by a Magic user. This transformation left him with a reptile's head, and a desire to find out the truth about who he really is. Accompanied by Nikaido, his female companion, he tracks down Magic Users in ""The Hole"" and unceremoniously chomps down on their head, hoping to find out who it was that put him in this state. One by one, they witness this ""second man"" inside the head of Kaiman, and after pulling them back out of his mouth he asks them all a question.",2020,TV-MA,23,"['action', 'scifi', 'horror', 'animation', 'comedy', 'fantasy']",['JP'],1.0,tt11147852,8.1,9465.0,20.747,8.478
tm853953,Tremors: Shrieker Island,MOVIE,"Graboids are illegally taken to a new island resort by a rich playboy as a dangerous form of trophy hunting, and Burt Gummer steps up to save the day.",2020,PG-13,103,"['horror', 'action']",['US'],,,,,13.76,6.165
tm898773,Bulbbul,MOVIE,"A child bride grows up to be an enigmatic woman presiding over her household, harboring a painful past as supernatural murders of men plague her village.",2020,,94,"['horror', 'drama']",['IN'],,tt12393526,6.5,12804.0,15.228,6.755
ts268560,The Uncanny Counter,SHOW,"A group of supernatural demon hunters known as ""Counters,"" each with unique abilities, disguise themselves as employees of a noodle restaurant, while tracking down evil spirits that terrorize the mortal world.",2020,TV-14,64,"['action', 'fantasy', 'horror']",['KR'],1.0,tt13273826,8.1,7399.0,40.684,8.697
tm524282,Invader ZIM: Enter the Florpus,MOVIE,"ZIM discovers his almighty leaders never had any intention of coming to Earth and he loses confidence in himself for the first time in his life, which is the big break his human nemesis, Dib has been waiting for.",2019,,71,"['animation', 'action', 'fantasy', 'thriller', 'comedy', 'horror', 'drama', 'family', 'scifi']",['US'],,tt6739094,7.4,6079.0,9.371,7.6
tm453862,The Call,MOVIE,"Connected by phone in the same home but 20 years apart, a serial killer puts another woman’s past — and life — on the line to change her own fate.",2020,,112,"['thriller', 'drama', 'crime', 'horror', 'scifi']",['KR'],,tt10530176,7.1,35491.0,18.302,7.557
tm428856,I Am Mother,MOVIE,"A teenage girl is raised underground by a robot ""Mother"", designed to repopulate the earth following an extinction event. But their unique bond is threatened when an inexplicable stranger arrives with alarming news.",2019,PG-13,114,"['scifi', 'thriller', 'drama', 'horror']",['AU'],,tt6292852,6.7,93513.0,14.237,6.7
ts90095,Jinn,SHOW,The lives of a group of teenagers are disrupted when a spiritual figure appears in front of them in the ancient city of Petra. They must try and stop Jinn from destroying the world.,2019,TV-14,32,"['scifi', 'horror', 'drama', 'fantasy', 'thriller']",['JO'],1.0,tt10751504,3.5,10296.0,4.165,6.429
ts88296,Ares,SHOW,"When her friend suffers a bizarre accident, Rosa realizes the secret student society they've just joined is built on demonic secrets from Dutch history.",2020,TV-MA,29,"['thriller', 'drama', 'horror']",['NL'],1.0,tt8404520,5.7,4597.0,8.223,6.923
ts110637,Mortel,SHOW,A group of French teenagers are bound together by a supernatural force.,2019,TV-MA,52,"['drama', 'fantasy', 'horror', 'scifi', 'crime']",['FR'],2.0,tt8403570,6.5,1581.0,7.886,7.459
tm858954,Nobody Sleeps in the Woods Tonight,MOVIE,"Addicted to technology, a group of teens attends a rehabilitation camp in the forest, but a sinister force there intends to take them offline forever.",2020,,102,"['horror', 'thriller', 'romance', 'fantasy', 'drama', 'european']",['PL'],,tt11240506,4.9,12682.0,31.357,5.245
tm857430,The Occupant,MOVIE,"An unemployed executive is forced to sell his apartment. When he discovers that he still has the keys, he becomes obsessed with the family that now lives there and decides to recover the life he has lost, at any price.",2020,R,103,"['thriller', 'drama', 'european', 'horror']",['ES'],,tt9345754,6.4,18463.0,9.131,6.3
tm981863,Ammar,MOVIE,"The events of the film revolve around an unfortunate family that arrives at the Al-Gharib palace, and the joy of the couple and their three sons in their new home soon dissipates after the house gradually begins to absorb them one by one into a terrifying world full of old crimes that occurred between its walls, or that the ill-fated walls were behind those crimes.",2020,,90,['horror'],['EG'],,tt13495586,2.6,104.0,1.114,6.0
ts187541,Hotel Del Luna,SHOW,"The Hotel Del Luna, located in Seoul, is not like any other hotel: its clients are all ghosts. Jang Man-wol, stuck in the hotel for the past millennium, meets Goo Chan-sung, the new manager.",2019,TV-14,80,"['comedy', 'scifi', 'drama', 'romance', 'action', 'fantasy', 'horror']",['KR'],1.0,tt10220588,8.1,10323.0,28.044,8.593
tm332071,Velvet Buzzsaw,MOVIE,"Big money artists and mega-collectors pay a high price when art collides with commerce. After a series of paintings by an unknown artist are discovered, a supernatural force enacts revenge on those who have allowed their greed to get in the way of art.",2019,R,112,"['horror', 'thriller', 'comedy']",['US'],,tt7043012,5.7,62971.0,9.726,5.359
tm932609,The Binding,MOVIE,"While visiting her fiancé's mother in southern Italy, a woman must fight the mysterious and malevolent curse intent on claiming her daughter.",2020,,93,"['horror', 'thriller', 'drama']",['IT'],,tt10914452,4.8,4375.0,15.913,5.437
tm368699,The Devil All the Time,MOVIE,"In Knockemstiff, Ohio and its neighboring backwoods, sinister characters converge around young Arvin Russell as he fights the evil forces that threaten him and his family.",2020,R,138,"['drama', 'thriller', 'crime', 'horror']",['US'],,tt7395114,7.1,122321.0,23.387,7.2
ts121489,Two Sentence Horror Stories,SHOW,This anthology series of terror features diverse characters facing primal fears in spine-chilling situations that stretch past daily routine.,2019,TV-14,22,"['horror', 'thriller', 'drama']",['US'],4.0,tt6873926,5.6,2080.0,14.061,5.75
ts215683,The Untamed,SHOW,"In a land dominated by the mighty Wen clan, a young man named Wei Wuxian strikes up an unconventional friendship with justice-loving Lan Wangji. When the duo unexpectedly stumbles across evidence implicating the Wen clan’s chief in a plot to bring mayhem to the inhabitants of their land, Wei Wuxian and Lan Wangji decide to intervene. However, the pair’s attempts to foil the Wen clan boss’s wicked plans go wrong. In the confusion that follows, Wei Wuxian disappears – with many fearing the worst for him. Sixteen years later, Wei Wuxian returns out of the blue. He is soon reunited with Lan Wangji, just as a spate of mysterious murders has broken out. The duo joins forces once more to investigate, determined not to fail this time… Can the pair get to the bottom of the intrigue? Will they solve the murder cases? And just who is the dastardly secret figure pulling the strings behind the evildoings now blighting the land?",2019,TV-14,44,"['action', 'drama', 'fantasy', 'horror', 'romance', 'comedy']",['CN'],1.0,tt10655902,8.8,7131.0,58.031,8.3
tm484989,The Influence,MOVIE,"After moving back to her family home to care for her dying mother, a nurse haunted by her childhood memories must struggle with an evil force in the house.",2019,,99,"['documentation', 'horror', 'european']",['ES'],,tt4008566,4.6,3927.0,13.846,4.812
tm453098,Svaha: The Sixth Finger,MOVIE,"Pastor Park is head of a religious investigation center that exposes cults and cult leaders. While looking into a suspicious new religion called Deer Mount, he slowly uncovers clues that connect this cult to a series of mysterious cases of missing teenage girls when a body is found inside a damaged tunnel beams. He begins to uncover dark secrets surrounding this cult and its enforcer Na-han.",2019,,122,"['thriller', 'crime', 'horror']",['KR'],,tt7299298,6.2,4270.0,13.237,6.563
tm918701,Don't Listen,MOVIE,"After the strange death of his young son at their new home, Daniel hears a ghostly plea for help, spurring him to seek out a renowned paranormal expert.",2020,,97,"['horror', 'thriller', 'drama', 'european']",['ES'],,,,,24.085,6.552
tm833638,The Forest of Love,MOVIE,A con man and a would-be filmmaking crew force themselves into the lives of two grief-scarred young women. But nothing is as it seems.,2019,,151,"['thriller', 'crime', 'drama', 'horror']",['JP'],,tt10987544,6.3,2695.0,12.937,6.5
tm439163,Brahms: The Boy II,MOVIE,"After a family moves into the Heelshire Mansion, their young son soon makes friends with a life-like doll called Brahms.",2020,PG-13,86,"['horror', 'thriller', 'drama']","['CA', 'CN', 'US', 'AU']",,tt9173418,4.7,18593.0,26.712,5.993
tm952590,What Lies Below,MOVIE,"Liberty, a socially awkward 16-year-old, returns from two months at camp to a blindsided introduction of her mother’s fiancé, John Smith, whose charm, intelligence, and beauty paint the picture of a man too perfect to be human.",2020,,87,"['thriller', 'scifi', 'drama', 'horror']",['US'],,tt9264728,4.4,7814.0,33.48,5.3
tm418847,The Silence,MOVIE,"With the world under attack by deadly creatures who hunt by sound, a teen and her family seek refuge outside the city and encounter a mysterious cult.",2019,PG-13,90,"['horror', 'drama', 'thriller', 'scifi', 'european']",['DE'],,tt7315484,5.3,47111.0,22.654,6.024
tm898262,Coven,MOVIE,"French Basque Country, year 1609. The men of a small fishing village have gone to sea. Judge Rostegui, who has been charged by the king with ridding the country of the devil's wiles, arrests Ana and her friends and accuses them of witchcraft.",2020,,92,"['drama', 'history', 'thriller', 'horror', 'action']","['AR', 'ES', 'FR']",,tt9916362,6.4,5217.0,8.211,6.7
ts89182,Green Door,SHOW,"A troubled psychologist returns from the U.S. and sets up a clinic in Taiwan, where mysterious patients and uncanny events shed light on his murky past.",2019,,49,"['drama', 'comedy', 'horror', 'thriller']",['TW'],1.0,tt9817290,6.4,136.0,1.752,6.8
tm925225,The Shadow,MOVIE,The story of a sick 9-year old boy in the grip of uncontrolled phenomena - and the desperate measures his mother takes behind closed doors to save his life.,2019,,15,"['drama', 'horror']",[],,,,,1.219,
ts83657,The Order,SHOW,"Out to avenge his mother's death, a college student pledges a secret order and lands in a war between werewolves and practitioners of dark magic.",2019,,48,"['scifi', 'horror', 'drama', 'fantasy']",['US'],2.0,tt8295472,6.7,30346.0,24.793,7.818
tm461907,Rakkhosh,MOVIE,The movie explores the horrors and fantasies of a patient trapped in a mental asylum.,2019,,113,['horror'],['IN'],,tt6018556,4.8,192.0,2.421,6.1
ts93611,October Faction,SHOW,A semi-retired couple who work for a clandestine monster hunting agency discover dark family secrets and the truth about their employer after their magically inclined nigh adult kids reawaken a witch bent on revenge.,2020,TV-MA,41,"['drama', 'fantasy', 'horror', 'scifi']",['US'],1.0,tt8826128,6.2,11611.0,10.852,6.78
ts83107,V Wars,SHOW,"After a mysterious disease begins transforming people into vampires, Dr. Luther Swann is pitted against his best friend, now a powerful vampire leader.",2019,TV-MA,42,"['drama', 'scifi', 'horror']",['US'],1.0,tt7403736,6.0,14357.0,16.0,7.607
tm451852,The 3rd Eye 2,MOVIE,"After her sister died, Alia decides to start a new life by living in an orphanage owned by Mrs Laksmi and Mr Fadli as well as doing social work there. But Alia feels something wrong with the orphanage. Moreover, Nadia, one of the orphanage who apparently also has an inner eyes like Alia, can hears mysterious voices asking for help from all over the walls of the house. Alia and Nadia open a mysterious locked room. Since then disasters begin. It turns out that Alia and Nadia had made a big mistake and releases Darmah, a vengeful spirit that was deliberately locked in the room. Together with Mrs Windu, the paranormal and mentor of her inner eyes, Alia must confront Darmah and save the orphanage.",2019,,115,"['thriller', 'drama', 'fantasy', 'horror']",['ID'],,tt8890582,5.4,646.0,6.902,5.7
tm820190,#Alive,MOVIE,"As a grisly virus rampages a city, a lone man stays locked inside his apartment, digitally cut off from seeking help and desperate to find a way out.",2020,,108,"['thriller', 'action', 'horror', 'drama']",['KR'],,tt10620868,6.3,42134.0,33.15,7.298
ts87473,7SEEDS,SHOW,"Shy Natsu awakens as part of a group chosen to ensure the survival of humanity. Together, they have to survive on a changed Earth.",2020,TV-MA,24,"['scifi', 'animation', 'romance', 'action', 'drama', 'horror']",['JP'],2.0,tt9348718,6.3,1561.0,36.368,8.1
tm818499,Revenge of the Pontianak,MOVIE,"1965, Malaysia. A small village helps Khalid and Siti prepare for their wedding day. Soon after, a great darkness falls upon the village as a string of horrific deaths and supernatural happenings create widespread fear and paranoia amongst the villagers. The events force a confession from Khalid to a murder of a girl he made pregnant years before, now believed to have returned as a Pontianak. To kill this vengeful vampire, he rallies all the men of the village and sets out into the jungle to hunt her down. But can the village stop her?",2019,,92,"['horror', 'romance']","['MY', 'SG']",,tt9113332,5.3,292.0,4.253,5.188
tm948916,The Scary House,MOVIE,"Hendrik is sixteen, a big city kid, and vexed to learn that his mother is moving with him and his little brother Eddi to a village in the south of Austria. To make matters worse, the locals shun the new rustic family home. They say it has been haunted ever since a mother poisoned her two sons in there many decades ago. When a sleep- walking Eddi starts carving strange symbols into the walls, Hendrik and his friends set off on a quest to lift the secret of the spooky house.",2020,,100,"['thriller', 'family', 'fantasy', 'drama', 'horror', 'european']","['DE', 'AT']",,tt9654108,5.4,4143.0,12.16,5.615
tm306301,Piercing,MOVIE,"After kissing his wife and baby goodbye for a seemingly normal business trip, Reed checks himself into a hotel room to accomplish something he’s always dreamed of: the perfect murder. As his sinister plans unfold, he soon realizes he might be in over his head with a mysteriously unhinged call girl named Jackie.",2019,R,82,"['horror', 'thriller']","['FR', 'US']",,tt6516314,5.5,8056.0,8.221,5.8
tm435916,The Perfection,MOVIE,"When troubled musical prodigy Charlotte seeks out Elizabeth, the new star pupil of her former school, the encounter sends both musicians down a sinister path with shocking consequences.",2019,,90,"['horror', 'thriller', 'drama', 'music']",['US'],,tt7772580,6.2,45576.0,13.381,6.504
tm818786,Menendez: The Day of the Lord,MOVIE,A retired priest hunted by his sins is pulled back into darkness when a friend begs him to help his possessed daughter.,2020,,93,"['horror', 'thriller', 'drama']","['ES', 'MX']",,tt5603212,5.0,1083.0,3.97,5.8
tm966690,Rima,MOVIE,The movie revolves around a young girl who has the ability to know events before they happen. Will this special ability that she possesses become a curse or a blessing for those around her?,2020,,90,"['drama', 'horror', 'thriller']",['EG'],,tt12707248,4.7,86.0,1.488,
ts214861,Prank Encounters,SHOW,takes two complete strangers who each think they're starting their first day at a new job. It's business as usual until their paths collide and these part-time jobs turn into full-time nightmares.,2019,TV-MA,23,"['comedy', 'horror', 'reality', 'scifi']",['US'],2.0,tt10487072,5.3,2915.0,10.932,7.259
ts81646,Chambers,SHOW,"Consumed by the mystery surrounding the donor heart that saved her life, a young patient starts taking on sinister characteristics of the deceased.",2019,TV-MA,44,"['thriller', 'drama', 'fantasy', 'horror']",['US'],1.0,tt7949204,6.4,8843.0,10.473,6.8
tm355783,Eli,MOVIE,"A boy named Eli with a rare autoimmune disorder is confined to a special experimental clinic for his treatment. He soon begins experiencing supernatural forces, turning the supposedly safe facility into a haunted prison for him and his fellow patients.",2019,R,98,"['horror', 'thriller', 'drama']",['US'],,tt5294518,5.8,37659.0,14.026,6.005
ts104483,Typewriter,SHOW,"Three young friends in Goa plan to search an old villa for ghosts, but when a new family moves in, the home's buried past resurfaces in chilling ways.",2019,TV-MA,50,"['thriller', 'horror', 'drama']",['IN'],1.0,tt9310372,6.5,4051.0,4.677,6.429
tm405637,122,MOVIE,"During a bloody night, a young man and his lover are struggling, not to get to the hospital, but to escape and survive.",2019,R,95,"['horror', 'thriller']",['EG'],,tt7867670,5.8,5684.0,3.784,6.0
tm848663,Ghost Stories,MOVIE,An anthology of four short horror tales.,2020,,144,['horror'],['IN'],,,,,7.144,5.203
tm925785,Dark Forces,MOVIE,"In search of his sister, a renegade criminal seeks answers at a sordid hotel where he encounters a sinister guest and romances a mysterious waitress.",2020,,81,"['action', 'thriller', 'horror']",['MX'],,tt12536776,2.7,654.0,4.868,4.4
ts93482,The Last Kids on Earth,SHOW,"Young teenager Jack Sullivan and a group of friends live in a decked-out tree house, playing video games, eating candy, and fighting zombies in the aftermath of a monster apocalypse.",2019,TV-Y7-FV,24,"['animation', 'comedy', 'family', 'horror', 'scifi']",['US'],4.0,tt8914012,7.3,1505.0,10.764,7.8
tm1013697,Nneka the Pretty Serpent,MOVIE,"When her parents are murdered, Nneka encounters the Queen of the Coast who offers to help her in revealing the identities of people who killed her parents. This changes the course of her life as she sets out on a mission of revenge.",2020,,140,"['horror', 'thriller', 'fantasy']",['NG'],,tt13809646,4.0,142.0,2.559,4.1
tm897170,Furie,MOVIE,"Paul Diallo, a history teacher, lives a quiet life with his wife and kid. During summertime, he lends his house to his son’s babysitter and her boyfriend. When they return, the Diallo family finds a closed door – locks have been changed and the new occupants maintain they are in « their home ». With no one to turn to, Paul gets closer to Mickey, a shady local man with a penchant for all things extreme and illegal. Soon the once anti-violent teacher is approaching the point of no return…",2019,,98,"['thriller', 'horror', 'drama']",['FR'],,tt8246392,5.6,3009.0,9.419,5.835
tm495609,Game Over,MOVIE,A nyctophobic woman has to fight her inner demons to stay alive in the game called life.,2019,,102,"['drama', 'thriller', 'horror', 'scifi']",['IN'],,tt8914492,6.9,7788.0,7.016,6.255
tm972010,Hospital,MOVIE,"In an abandoned hospital in Tainan, a group of people came to try to communicate with the souls of their loved ones, only to be haunted by ominous supernatural phenomena.",2020,,89,"['horror', 'thriller']",['TW'],,tt14288764,3.2,487.0,4.887,5.938
tm973704,Andhaghaaram,MOVIE,"As a blind librarian, dispirited cricketer and desolate psychiatrist each seek retribution and release, their lives overlap under eerie influences.",2020,,171,"['thriller', 'horror']",['IN'],,tt9110340,7.5,3846.0,2.316,7.7
ts237071,The Forest of Love: Deep Cut,SHOW,Nothing's as it seems when a charismatic conman and an aspiring film crew delve into the lives of two emotionally scarred women.,2020,TV-MA,40,"['drama', 'crime', 'horror', 'thriller']",['JP'],1.0,tt12079236,6.9,517.0,9.441,6.8
ts252122,The Possessed,SHOW,"When night falls on the city, shadows and spirits come alive in this horror anthology series centered on urban legends.",2020,TV-MA,9,"['horror', 'thriller']",['KR'],1.0,tt12929796,5.7,1109.0,1.48,10.0
tm857805,The Bridge Curse,MOVIE,"Four years after five students mysteriously committed suicide after taking part in a courage test on the ghost bridge in Donghu university, a reporter and a cinematographer are back to that place and try to get everything clear.",2020,,87,"['horror', 'thriller']",['TW'],,,,,19.708,6.5
tm462660,Inhuman Kiss,MOVIE,"In a far-away village, lived an innocent teenage girl, Sai, who later discovered herself inheriting the curse of Krasue. At night, her head would detach from her body and hunts for flesh and blood. Villagers are terrified by the deaths of their livestocks and that is when the Krasue hunt begins. Jerd, a friend joined the hunt with an unknown reason while Noi, the childhood friend who had just came back to the village decided to stand beside Sai despite knowing the horrifying truth.",2019,,122,"['drama', 'horror', 'romance']",['TH'],,tt9799992,6.4,1917.0,9.69,6.427
ts88169,Possessed,SHOW,A reluctant clairvoyant joins forces with a brusque police detective hiding a soft heart to help him solve criminal cases using her psychic abilities.,2019,,64,"['thriller', 'drama', 'romance', 'comedy', 'crime', 'horror']",['KR'],1.0,tt9537306,6.7,874.0,5.935,7.6
tm940566,Kaali Khuhi,MOVIE,"When a restless spirit curses a Punjab village that has a history of female infanticide, the town's fate lies in the hands of a 10-year old girl, Shivangi.",2020,,90,"['drama', 'thriller', 'horror']",['IN'],,tt10235600,3.6,1313.0,3.376,4.526
tm501222,Twin Murders: The Silence of the White City,MOVIE,A cop returns to the job. A serial killer too returns to the job.,2019,,110,"['horror', 'thriller', 'action', 'crime', 'drama', 'european']",['ES'],,tt8393332,5.4,5661.0,11.866,5.577
tm351938,Girls with Balls,MOVIE,"All girls volley ball team The Falcons end up stranded in the middle of nowhere after their mini-van breaks down. Little do they know they landed in degenerate hunters' territory and the hunt is on. Thus begins a very long night where they must run for their lives and test their team spirit. But the girls are more resourceful than it appears. In the heart of the forest, the tables are about to turn between hunter and hunted...",2019,,77,"['horror', 'comedy', 'european']","['FR', 'BE']",,tt4725842,3.9,3474.0,10.186,4.188
tm451502,Kolaiyuthir Kaalam,MOVIE,"The heiress of a multi-millionaire, a hearing and speech impaired young woman, has to fend off a slasher all alone in her palatial estate.",2019,,109,"['thriller', 'horror', 'drama']",['IN'],,tt6280858,2.6,441.0,1.819,4.2
ts315066,Vampires,SHOW,"A Paris teen who's half human, half vampire grapples with her emerging powers and family turmoil as she's pursued by a secret vampire community.",2020,TV-MA,40,"['scifi', 'drama', 'fantasy', 'horror']",['FR'],1.0,tt11829316,5.7,1360.0,22.966,7.5
tm814425,The Blue Elephant 2,MOVIE,A meeting with a new inmate in the psychiatric hospital flips Dr. Yehia's life upside down. She prophecies that the death of his entire family is only three days away.,2019,,129,"['thriller', 'drama', 'horror', 'crime']",['EG'],,tt10635720,8.0,10293.0,4.73,8.0
tm463827,Paranormal Investigation,MOVIE,A ghost hunter investigates an evil spirit dwelling within a young man who reportedly became possessed after playing with a Ouija board.,2019,,92,"['horror', 'thriller']",['FR'],,tt9866700,3.7,1750.0,4.036,4.6
tm938333,A Go! Go! Cory Carson Halloween,MOVIE,"Cory, Chrissy and Freddie are on the hunt for king-sized candy bars this Halloween! But are all the treats worth the trek to the spooky side of town?",2020,G,21,"['animation', 'family', 'horror']",[],,tt13058374,6.5,60.0,3.425,7.0
tm1226722,U-Turn,MOVIE,A young reporter's investigation into a string of grisly suicides takes a dangerous detour when she follows the clues to a cursed stretch of road.,2020,,120,"['thriller', 'horror']","['PH', 'PS']",,tt11638656,4.4,302.0,1.674,5.7
tm678035,Uncle Naji in UAE,MOVIE,"Naji decides with his friends to go on holiday to a mountainous region, they face many funny and strange comedy situations ,but unexpected moment happened turned their funny journey to horror, fear and mystery.",2019,PG-13,95,"['comedy', 'horror']",['AE'],,tt10181594,5.3,66.0,1.351,10.0
tm957792,The Rope Curse 2,MOVIE,"Jia-min, who was born sensitive to the paranormal, tries to summon ""Yi-A-Gu"" with two streamers. Huo-ge helps Jia-min subdue the spirit when the situation goes out of hand. Huo-ge possesses supernatural powers but lost his will to exorcise demons during a battle with the Thai Demon five years ago. As the wave of suicides continues, the village is thrown into chaos. Another battle is about to begin..",2020,,104,['horror'],['TW'],,tt13212006,4.7,393.0,,
ts274631,Wednesday,SHOW,"Wednesday Addams is sent to Nevermore Academy, a bizarre boarding school where she attempts to master her psychic powers, stop a monstrous killing spree of the town citizens, and solve the supernatural mystery that affected her family 25 years ago — all while navigating her new relationships.",2022,TV-14,49,"['comedy', 'scifi', 'family', 'crime', 'fantasy', 'horror']",['US'],2.0,tt13443470,8.1,287649.0,833.087,8.632
