id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
ts351204,Red Rose,SHOW,"A group of teenage friends are infiltrated by the Red Rose app, which flourishes on their smartphones and threatens them with dangerous consequences if they don't comply with its demands.",2022,TV-MA,45,"['drama', 'horror', 'thriller']",['GB'],1.0,tt19788500,6.4,4071.0,24.596,6.679
ts104019,1899,SHOW,Passengers on an immigrant ship traveling to the new continent get caught in a mysterious riddle when they find a second vessel adrift on the open sea.,2022,TV-MA,53,"['thriller', 'drama', 'scifi', 'history', 'horror']",['DE'],1.0,tt9319668,7.4,93155.0,225.247,7.725
ts215712,The Sandman,SHOW,"Upon escaping after decades of imprisonment by a mortal wizard, Dream, the personification of dreams, sets about to reclaim his lost equipment.",2022,TV-MA,49,"['drama', 'fantasy', 'horror', 'scifi', 'action']",['US'],2.0,tt1751634,7.7,152493.0,161.139,8.107
tm1063878,White Noise,MOVIE,"Dramatizes a contemporary American family's attempts to deal with the mundane conflicts of everyday life while grappling with the universal mysteries of love, death, and the possibility of happiness in an uncertain world.",2022,R,136,"['horror', 'comedy', 'drama', 'scifi']","['GB', 'US']",,tt13192686,5.7,35282.0,34.191,5.607
tm1166019,We Have a Ghost,MOVIE,"Finding a ghost named Ernest haunting their new home turns Kevin's family into overnight social media sensations. But when Kevin and Ernest investigate the mystery of Ernest's past, they become a target of the CIA.",2022,PG-13,126,"['horror', 'comedy', 'family', 'fantasy']",['US'],,tt7798604,6.1,15323.0,415.15,6.536
tm1174318,The Pale Blue Eye,MOVIE,"A world-weary detective is hired to investigate the murder of a West Point cadet. Stymied by the cadets' code of silence, he enlists one of their own to help unravel the case - a young man the world would come to know as Edgar Allan Poe.",2022,R,128,"['crime', 'horror', 'thriller']",['US'],,tt14138650,6.6,93382.0,454.802,7.005
ts85187,Guillermo del Toro's Cabinet of Curiosities,SHOW,"Bizarre nightmares unfold in eight tales of terror in this visually stunning, spine-tingling horror collection curated by Guillermo del Toro.",2022,TV-MA,56,"['drama', 'thriller', 'horror']",['US'],1.0,tt8415836,7.0,46227.0,110.61,7.832
ts365032,The Watcher,SHOW,"A family moves into their suburban dream home, only to discover they've inherited a nightmare.",2022,TV-MA,48,"['thriller', 'drama', 'horror']",['US'],1.0,tt14852808,6.5,66515.0,106.198,7.471
ts215951,Midnight Mass,SHOW,"An isolated island community experiences miraculous events - and frightening omens - after the arrival of a charismatic, mysterious young priest.",2021,TV-MA,64,"['action', 'drama', 'fantasy', 'horror', 'scifi']",['US'],1.0,tt10574558,7.7,121193.0,37.028,7.6
ts288268,The Midnight Club,SHOW,"At a manor with a mysterious history, the 8 members of the Midnight Club meet each night at midnight to tell sinister stories – and to look for signs of the supernatural from the beyond.",2022,TV-MA,54,"['drama', 'thriller', 'horror']",['US'],1.0,tt13444912,6.5,26423.0,73.307,7.029
tm1145295,The Invitation,MOVIE,"A young woman is courted and swept off her feet, only to realize a gothic conspiracy is afoot.",2022,PG-13,105,"['horror', 'thriller']","['US', 'HU']",,tt12873562,5.3,22569.0,128.118,6.367
ts309827,Devil in Ohio,SHOW,"Determined to protect a young patient who escaped a mysterious cult, a psychiatrist takes the girl in, putting her own family — and life — in danger.",2022,TV-MA,43,"['crime', 'drama', 'horror', 'thriller']",['US'],1.0,tt15432016,5.9,16404.0,50.367,6.818
tm435125,Morbius,MOVIE,"Dangerously ill with a rare blood disorder, and determined to save others suffering his same fate, Dr. Michael Morbius attempts a desperate gamble. What at first appears to be a radical success soon reveals itself to be a remedy potentially worse than the disease.",2022,PG-13,105,"['fantasy', 'action', 'drama', 'horror', 'scifi', 'thriller']",['US'],,tt5108870,5.2,132402.0,127.449,6.207
tm1255526,Athena,MOVIE,"Hours after the tragic death of their youngest brother in unexplained circumstances, three siblings have their lives thrown into chaos.",2022,R,97,"['drama', 'horror', 'thriller', 'action']",['FR'],,tt15445056,6.8,17264.0,206.816,6.7
ts225855,All of Us Are Dead,SHOW,A high school becomes ground zero for a zombie virus outbreak. Trapped students must fight their way out — or turn into one of the rabid infected.,2022,TV-MA,61,"['scifi', 'action', 'thriller', 'drama', 'fantasy', 'horror']",['KR'],2.0,tt14169960,7.5,53764.0,311.163,8.374
tm1229229,Re/Member,MOVIE,Six high schoolers stuck in a murderous time loop must find the scattered remains of an unknown victim to break the curse and finally see another day.,2022,PG-13,103,"['horror', 'thriller', 'drama']",['JP'],,tt21250176,5.1,1667.0,33.385,7.138
tm960503,Viking Wolf,MOVIE,"Thale (17) has just moved with her parents to a small town after her mother has a new job in the local police. After a student is killed brutally at a party Thale attends, she becomes a key witness. Was the killer an animal? A wolf?",2022,,97,"['horror', 'thriller']",['NO'],,tt13051810,5.1,4808.0,457.661,5.7
ts366880,28 Days Haunted,SHOW,Three teams each spend 28 days in some of America's most haunted locations for a paranormal experiment based on the theories of Ed and Lorraine Warren.,2022,TV-14,34,"['reality', 'horror']",['US'],1.0,tt22227040,3.5,2328.0,102.433,7.4
ts252861,Resident Evil,SHOW,"Nearly three decades after the discovery of the T-virus, an outbreak reveals the Umbrella Corporation's dark secrets. Based on the horror franchise.",2022,TV-MA,51,"['scifi', 'horror', 'thriller', 'action']",['US'],1.0,tt9660182,4.1,42301.0,78.309,5.943
ts302264,exception,SHOW,"In a distant future where humans are forced to leave Earth, a spacecraft carrying a 3D-printed crew of specialists is sent to terraform a new planet.",2022,TV-MA,30,"['scifi', 'horror', 'thriller', 'animation', 'drama']",['JP'],1.0,tt14825954,6.5,885.0,8.02,7.2
tm1241098,The Curse of Bridge Hollow,MOVIE,A Halloween-hating dad reluctantly teams up with his teenage daughter when an evil spirit wreaks havoc by making their town's decorations come to life.,2022,PG-13,89,"['horror', 'comedy', 'family']",['US'],,tt15289240,5.5,9470.0,52.871,6.77
ts256710,Archive 81,SHOW,An archivist takes a job restoring damaged videotapes and gets pulled into the vortex of a mystery involving the missing director and a demonic cult.,2022,TV-MA,54,"['scifi', 'horror', 'thriller', 'drama']",['US'],1.0,tt13365348,7.3,52271.0,25.571,7.288
tm1108787,Mr. Harrigan's Phone,MOVIE,"Craig, a young boy living in a small town befriends an older, reclusive billionaire, Mr. Harrigan. The two form a bond over books and an iPhone, but when the man passes away the boy discovers that not everything dead is gone.",2022,PG-13,105,"['horror', 'drama', 'thriller']",['US'],,tt12908110,6.0,32325.0,46.878,6.549
tm1235985,Old People,MOVIE,A woman who's returned home with her two kids to attend her sister's wedding must suddenly defend their lives against older people on a killing spree.,2022,,101,['horror'],['DE'],,tt21933110,5.1,5144.0,33.69,5.727
ts255888,First Kill,SHOW,"Falling in love is tricky for teens Juliette and Calliope: One's a vampire, the other's a vampire hunter — and both are ready to make their first kill.",2022,TV-MA,49,"['drama', 'horror', 'fantasy']",['US'],1.0,tt13315156,6.5,27678.0,51.125,8.122
tm1187581,Day Shift,MOVIE,An LA vampire hunter has a week to come up with the cash to pay for his kid's tuition and braces. Trying to make a living these days just might kill him.,2022,R,113,"['comedy', 'family', 'romance', 'action', 'fantasy', 'horror', 'thriller']",['US'],,tt13314558,6.1,80312.0,118.069,6.909
tm1218034,The Munsters,MOVIE,"Lily is a typical 150-year-old lovelorn vampire who's looking for the man of her nightmares -- until she lays her eyes on Herman, a 7-foot-tall green experiment with a heart of gold. It's love at first shock as these two ghouls fall fangs over feet for each other in a Transylvanian romance. Unfortunately, it's not all smooth sailing in the cemetery as Lily's father has other plans for his beloved daughter's future, and they don't involve her new bumbling beau.",2022,PG,110,"['comedy', 'fantasy', 'documentation', 'scifi', 'family', 'horror']",['US'],,tt14813212,4.5,9790.0,40.916,5.9
tm852616,Wendell & Wild,MOVIE,Two demon brothers enlist the aid of Kat Elliot — a tough teen with a load of guilt — to summon them to the Land of the Living. But what Kat demands in return leads to a brilliantly bizarre and comedic adventure like no other.,2022,PG-13,105,"['comedy', 'animation', 'family', 'fantasy', 'horror', 'thriller']",['US'],,tt5181830,6.4,9934.0,59.808,6.791
ts330347,Cracow Monsters,SHOW,A young woman haunted by her past joins a mysterious professor and his group of gifted students who investigate paranormal activity — and fight demons.,2022,TV-MA,52,"['scifi', 'drama', 'fantasy', 'horror', 'thriller']",['PL'],1.0,tt15096836,5.5,2050.0,23.485,6.6
tm1038344,Awake,MOVIE,"After a sudden global event wipes out all electronics and takes away humankind’s ability to sleep, chaos quickly begins to consume the world. Only Jill, an ex-soldier with a troubled past, may hold the key to a cure in the form of her own daughter. The question is, can Jill safely deliver her daughter and save the world before she herself loses her mind.",2021,R,96,"['thriller', 'action', 'drama', 'horror', 'scifi']",['US'],,tt10418662,4.9,23174.0,30.579,6.0
ts232107,The Silent Sea,SHOW,"During a perilous 24-hour mission on the moon, space explorers try to retrieve samples from an abandoned research facility steeped in classified secrets.",2021,TV-MA,45,"['drama', 'scifi', 'thriller', 'horror']",['KR'],1.0,tt11570202,6.9,22093.0,42.597,7.9
ts251675,Hellbound,SHOW,"Unearthly beings deliver bloody condemnations, sending individuals to hell and giving rise to a religious group founded on the idea of divine justice.",2021,TV-MA,52,"['drama', 'scifi', 'crime', 'fantasy', 'horror', 'thriller']",['KR'],2.0,tt12235718,6.6,25814.0,64.769,7.495
tm1166024,Choose or Die,MOVIE,"In pursuit of an unclaimed $125,000 prize, a broke college dropout decides to play an obscure, 1980s survival computer game. But the game curses her, and she’s faced with dangerous choices and reality-warping challenges. After a series of unexpectedly terrifying moments, she realizes she’s no longer playing for the money but for her life.",2022,,84,"['thriller', 'scifi', 'horror', 'drama']",['GB'],,tt11514780,4.8,22681.0,372.826,5.371
tm1020820,Night Teeth,MOVIE,"A college student moonlighting as a chauffeur picks up two mysterious women for a night of party-hopping across LA. But when he uncovers their bloodthirsty intentions - and their dangerous, shadowy underworld - he must fight to stay alive.",2021,,107,"['comedy', 'action', 'crime', 'drama', 'fantasy', 'horror', 'thriller']","['US', 'GB']",,tt10763820,5.7,19530.0,26.377,6.494
ts258415,Elves,SHOW,A Christmas vacation turns into a nightmare for a teenager and her family when they discover an ancient menace that stalks their island getaway.,2021,TV-14,24,"['fantasy', 'horror', 'thriller', 'family', 'drama', 'scifi']",['DK'],1.0,tt13231962,5.6,4660.0,21.534,6.956
ts259765,The Girl in the Mirror,SHOW,"After losing her memory in a bizarre accident that kills most of her classmates, Alma tries to unravel what happened that day — and regain her identity.",2022,TV-MA,47,"['thriller', 'scifi', 'drama', 'horror']",['ES'],1.0,tt13106334,6.2,2237.0,12.451,6.6
tm1254061,The Chalk Line,MOVIE,"After a couple finds a traumatized child of unknown origins, wife Paula must decipher the girl's strange behaviors to unlock her identity and dark past.",2022,PG-13,106,"['horror', 'thriller']",['ES'],,tt12683756,6.1,7075.0,62.141,6.4
tm852172,Apollo 10½:  A Space Age Childhood,MOVIE,"A man narrates stories of his life as a 10-year-old boy in 1969 Houston, weaving tales of nostalgia with a fantastical account of a journey to the moon.",2022,PG-13,98,"['animation', 'scifi', 'action', 'family', 'horror', 'drama', 'comedy', 'romance', 'history']","['US', 'NL']",,tt11679860,7.2,9895.0,12.022,7.1
tm1046627,Hypnotic,MOVIE,"A young woman seeking self-improvement enlists the help of a renowned hypnotherapist. But after a handful of intense sessions, she discovers unexpected and deadly consequences.",2021,,88,"['horror', 'drama', 'thriller']",['US'],,tt12383460,5.3,17463.0,20.042,6.058
tm922706,Fear Street: 1666,MOVIE,"In 1666, a colonial town is gripped by a hysterical witch-hunt that has deadly consequences for centuries to come, and it's up to teenagers in 1994 to finally put an end to their town's curse, before it's too late.",2021,R,110,"['thriller', 'horror']",['US'],,,,,28.288,7.228
tm1110150,There's Someone Inside Your House,MOVIE,"As the countdown to graduation begins, students at Osborne High are being stalked by a maniac intent on exposing their darkest secrets to the entire town, terrorizing victims while wearing a life-like mask of their own face. With a mysterious past of her own, Makani and her friends must discover the killer's identity before they become victims themselves.",2021,,96,"['thriller', 'horror']",['US'],,tt8150814,4.8,17479.0,26.813,5.509
tm957290,Umma,MOVIE,"Amanda and her daughter live a quiet life on an American farm, but when the remains of her estranged mother arrive from Korea, Amanda becomes haunted by the fear of turning into her own mother.",2022,PG-13,83,"['drama', 'horror']",['US'],,tt13235822,4.7,8178.0,31.357,5.488
tm1143265,Incantation,MOVIE,"Inspired by a true story of a family who believed they were possessed by spirits, this film follows a woman who must protect her child from a curse.  WARNING: This is a cursed video, it might contain certain risks to watch. For those who dares to follow, please solve the puzzle of my daughter's curse with me.",2022,,111,['horror'],['TW'],,tt18968540,6.2,15553.0,68.183,6.921
tm1174516,The Womb,MOVIE,"Grappling with an unplanned pregnancy, a woman turns in desperation to a mysterious older couple who promise to take care of her baby.",2022,R,116,"['horror', 'thriller', 'drama']",['ID'],,tt14954636,6.1,364.0,57.301,6.9
tm1044275,A Classic Horror Story,MOVIE,"Five people travelling by camper crash into a tree. When they recover, the road they were driving on has been replaced by an impenetrable forest and a wooden house.",2021,,95,"['thriller', 'horror']",['IT'],,,,,27.772,5.9
tm1108648,The Wasteland,MOVIE,"Lucía and her son live isolated from society in a flat place where there’s practically no life. The small family unit formed by mother and son hardly ever receives visitors, and their goal is to lead a quiet existence. At first they succeed, but the appearance of a mysterious, violent creature that starts stalking their small house will put the relationship that unites them to the test.",2022,,91,"['thriller', 'drama', 'horror']",['ES'],,tt13323118,4.6,4458.0,7.997,5.1
tm946869,Texas Chainsaw Massacre,MOVIE,"After nearly 50 years of hiding, Leatherface returns to terrorize a group of idealistic influencers who accidentally disrupt his carefully shielded world in a remote Texas town.",2022,R,83,"['horror', 'thriller', 'crime']",['US'],,tt11755740,4.7,55166.0,62.726,5.2
tm984155,The Devil Below,MOVIE,"A group of four amateur adventurers who specialize in exploring remote and forsaken places pay a visit to Shookum Hills, a town in the remote Appalachian Mountains which was abandoned decades ago due to a mysterious coal mine fire.",2021,R,89,"['horror', 'thriller']",['US'],,tt8299850,4.3,4905.0,9.92,5.0
tm1092958,No One Gets Out Alive,MOVIE,An immigrant in search of the American dream is forced to take a room in a boarding house and soon finds herself in a nightmare from which she can't escape.,2021,R,85,"['horror', 'thriller', 'drama']","['US', 'RO']",,tt13056008,5.3,17819.0,28.608,5.9
ts227473,Brand New Cherry Flavor,SHOW,"Lisa Nova, an aspiring film director in the sun-drenched but seamy world of 1990 Los Angeles, embarks on a mind-altering journey of supernatural revenge that gets nightmarishly out of control.",2021,TV-MA,43,"['thriller', 'drama', 'horror', 'scifi']",['US'],1.0,tt11343600,7.1,16608.0,23.119,7.033
ts369564,My Encounter with Evil,SHOW,Real people who believe their lives were touched by demonic possession recount their experiences through reenactments and testimonies.,2022,,42,"['documentation', 'horror']",['MX'],1.0,tt22437092,4.5,191.0,40.27,6.64
tm928497,Valley of the Dead,MOVIE,"During the Spanish Civil War, sworn enemies must work together when they encounter flesh-eating zombies created in a Nazi experiment.",2022,R,101,"['comedy', 'horror', 'fantasy', 'thriller', 'war', 'action']",['ES'],,tt10128238,6.5,114.0,42.785,6.3
ts330198,Dead End: Paranormal Park,SHOW,Two teens and a talking pug team up to battle demons at a haunted theme park — and maybe even save the world from a supernatural apocalypse.,2022,TV-Y7,27,"['animation', 'comedy', 'family', 'fantasy', 'horror']",['GB'],2.0,tt12642764,6.9,2557.0,13.63,8.3
tm898474,The Swarm,MOVIE,A single mother breeds locusts as high-protein foods but has trouble getting them to reproduce until she finds they have a taste for blood.,2021,,101,"['horror', 'drama', 'fantasy', 'european']",['FR'],,tt10675724,5.3,7322.0,10.615,5.8
tm824160,Fear Street: Part Two - 1978,MOVIE,"Shadyside, 1978. School's out for summer and the activities at Camp Nightwing are about to begin. But when another Shadysider is possessed with the urge to kill, the fun in the sun becomes a gruesome fight for survival.",2021,,109,"['drama', 'horror', 'thriller']",['US'],,tt9701940,6.7,67164.0,56.248,7.254
ts104499,Trese,SHOW,"Set in Manila where the mythical creatures of Philippine folklore live in hiding amongst humans, Alexandra Trese finds herself going head to head with a criminal underworld comprised of malevolent supernatural beings.",2021,TV-MA,29,"['thriller', 'crime', 'scifi', 'fantasy', 'horror', 'action', 'animation']",['PH'],1.0,tt9310336,7.0,4273.0,15.153,7.3
tm1202091,Neon Lights,MOVIE,"Tech tycoon, Clay Amani, retreats to an off the grid location in search of meaning and peace, with disconnected siblings and their offspring, only to be caught in a bone-chilling killing spree within his new estate.",2022,R,90,"['horror', 'thriller']",['CA'],,tt12572084,4.6,1160.0,5.694,4.8
ts273229,Feria: The Darkest Light,SHOW,Two sisters must face a new reality — and supernatural elements — when it's revealed their parents participated in a cult ritual ending in death.,2022,TV-MA,50,"['scifi', 'thriller', 'crime', 'drama', 'fantasy', 'horror']",['ES'],1.0,tt13323176,5.7,1532.0,10.316,6.8
ts255037,Resident Evil: Infinite Darkness,SHOW,"Years after the horrors of Raccoon City, Leon and Claire find themselves consumed by a dark conspiracy when a viral attack ravages the White House.",2021,TV-MA,27,"['scifi', 'drama', 'action', 'animation', 'horror']",['US'],1.0,tt13175788,5.8,9500.0,25.829,7.778
tm1050882,HollyBlood,MOVIE,"Javi, a perfectly ordinary teenager who doesn't suspect that his crush on Sara might be reciprocated. Through a string of misunderstandings, Sara comes to believe that Javi is in possession of supernatural powers.",2022,,87,"['romance', 'comedy', 'fantasy', 'horror']",['ES'],,tt14210720,4.4,945.0,14.011,5.5
tm1002815,Nightbooks,MOVIE,"Alex, a boy obsessed with scary stories, is imprisoned by an evil young witch in her contemporary New York City apartment.",2021,,103,"['family', 'fantasy', 'horror']",['US'],,tt13382268,5.8,9556.0,31.587,6.3
ts256311,High-Rise Invasion,SHOW,"High-school girl Yuri suddenly finds herself on the rooftop of a high-rise building. She's trapped in a bizarre world surrounded by skyscrapers, where a masked man cracked open a man's head with an axe before her eyes. Finding a way to survive this bizarre world, find her beloved brother, and escape becomes her top priority, but she is beset by danger not just from the mysterious Masks, which possess both inhuman strength and cruelty, but other survivors turned cruel or desparate by the insanity of the high-rise world.",2021,TV-MA,26,"['action', 'scifi', 'thriller', 'animation', 'horror']",['JP'],1.0,tt13357722,6.6,2575.0,27.705,8.4
tm1219350,Qala,MOVIE,"Haunted by her past, a talented singer with a rising career copes with the pressure of success, a mother's disdain and the voices of doubt within her.",2022,,119,"['drama', 'history', 'horror', 'thriller', 'music']",['IN'],,tt14428598,7.2,5778.0,8.574,6.2
tm943774,The Old Ways,MOVIE,"Cristina, a journalist of Mexican origin, travels to her ancestral home in Veracruz to investigate a story of sorcery and healing. There, she is kidnapped by a group of locals who claim she's the devil incarnated.",2021,R,90,"['horror', 'fantasy', 'drama', 'thriller']",['US'],,tt12829958,5.4,6852.0,14.354,6.957
ts354381,School Tales the Series,SHOW,Unspeakable horrors roam the halls of high school in this anthology featuring ghost stories directed by seasoned Thai horror directors.,2022,TV-MA,49,"['drama', 'thriller', 'horror']",['TH'],1.0,tt21332800,5.4,528.0,18.842,7.667
ts368868,Mr. Midnight: Bacha na příšery,SHOW,A once-average teen and his friends become paranormal detective and document their adventures in an online blog under the pseudonym “Mr. Midnight.”,2022,TV-PG,31,"['action', 'comedy', 'horror']",['SG'],1.0,tt22530632,5.8,489.0,17.717,5.8
tm979182,Red Dot,MOVIE,"On a hiking trip to rekindle their marriage, a couple find themselves fleeing for their lives in the unforgiving wilderness from an unknown shooter.",2021,,86,"['thriller', 'horror', 'drama']",['SE'],,tt11307814,5.5,13925.0,27.844,5.87
tm983784,Coming Home in the Dark,MOVIE,A school teacher is forced to confront a brutal act from his past when a pair of ruthless drifters takes him and his family on a nightmare road-trip.,2021,,93,"['thriller', 'horror', 'crime']",['NZ'],,tt6874762,5.7,6442.0,15.796,5.675
ts366878,Phantom Pups,SHOW,"A young boy and his family move into a haunted home, where he meets three adorable ghost pups and tries to help them turn back into real dogs.",2022,TV-Y,25,"['family', 'fantasy', 'horror', 'comedy']",['CA'],1.0,tt22085978,6.0,176.0,87.601,8.385
tm1227853,Bhool Bhulaiyaa 2,MOVIE,"When strangers Reet and Ruhan cross paths, their journey leads to an abandoned mansion and a dreaded spirit who has been trapped for 18 years.",2022,,142,"['comedy', 'horror', 'drama']",['IN'],,tt6455162,5.7,31608.0,7.398,6.309
tm1087160,Fever Dream,MOVIE,"It will tell the haunting story of broken souls, toxins, looming environmental and spiritual catastrophes, and the ties that bind a parent to a child.",2021,R,93,"['thriller', 'drama', 'horror']","['CL', 'PE']",,tt9471660,5.4,2153.0,12.003,5.726
tm1027081,Blood Red Sky,MOVIE,A woman with a mysterious illness is forced into action when a group of terrorists attempt to hijack a transatlantic overnight flight.,2021,,121,"['fantasy', 'horror', 'thriller', 'action', 'drama']","['US', 'DE']",,tt11607896,6.1,44006.0,38.818,7.0
tm1075215,Aftermath,MOVIE,"Desperate to save their marriage, a young couple takes a deal to move into their dream home, but disturbing events reveal the house's troubled history.",2021,,114,"['horror', 'drama', 'thriller']",['US'],,tt10691162,5.3,17042.0,28.149,6.3
tm347095,Oxygen,MOVIE,"A woman wakes in a cryogenic chamber with no recollection of how she got there, and must find a way out before running out of air.",2021,,100,"['thriller', 'horror', 'scifi', 'drama', 'fantasy']","['FR', 'US']",,tt6341832,6.5,40584.0,15.62,6.611
tm1048362,Army of Thieves,MOVIE,A mysterious woman recruits bank teller Ludwig Dieter to lead a group of aspiring thieves on a top-secret heist during the early stages of the zombie apocalypse.,2021,R,127,"['crime', 'comedy', 'thriller', 'scifi', 'horror', 'romance', 'action']","['DE', 'US']",,tt13024674,6.4,80304.0,53.867,6.874
tm456513,Army of the Dead,MOVIE,"Following a zombie outbreak in Las Vegas, a group of mercenaries take the ultimate gamble: venturing into the quarantine zone to pull off the greatest heist ever attempted.",2021,R,138,"['action', 'horror', 'thriller', 'drama', 'scifi', 'war', 'crime']",['US'],,tt0993840,5.7,176201.0,57.862,6.3
tm810494,The 8th Night,MOVIE,"With prayer beads in one hand and an ax in the other, a monk hunts down a millennia-old spirit that's possessing humans and unleashing hell on Earth.",2021,,115,"['horror', 'thriller']",['KR'],,tt14781176,5.3,3746.0,18.617,6.128
tm1033470,Till Death,MOVIE,"After a romantic evening at their secluded lake house, a woman wakes up handcuffed to her dead husband. Trapped and isolated in the dead of winter, she must fight off hired killers to escape her late spouse's twisted plan.",2021,R,89,"['thriller', 'horror']",['US'],,tt11804152,5.8,23204.0,24.031,6.8
tm1104252,Escape the Undertaker,MOVIE,"The Undertaker has set a trap for the decorated tag team The New Day at his mansion. What they don't know: The Undertaker's mansion is an extreme Haunted House, packed to the brim with supernatural challenges. It's up to viewers to decide the fate of these poor souls trying to survive the wrath of The Undertaker.",2021,,31,"['thriller', 'horror', 'comedy']",['US'],,tt15387782,4.2,1021.0,17.539,5.102
tm1030495,Two,MOVIE,"Two people, a man and a woman, wake up naked and with their abdomens attached to each other.",2021,,71,"['horror', 'thriller', 'comedy']",['ES'],,tt22848956,,,41.253,5.436
tm1046026,The Trip,MOVIE,"A dysfunctional couple head to a remote lakeside cabin under the guise of reconnecting, but each has secret designs to kill the other. Before they can carry out their respective plans, unexpected visitors arrive and the couple is faced with a greater danger than anything they could have plotted.",2021,,115,"['horror', 'action', 'thriller', 'comedy']",['NO'],,tt13109952,6.9,23801.0,18.009,6.697
tm972519,Don't Kill Me,MOVIE,"19-year-old Mirta dies of drug overdose with her lover Robin. She then resuscitates alone and finds out that, in order to keep living, she must eat living humans.",2021,,90,"['fantasy', 'horror', 'romance', 'drama']",['IT'],,tt11116374,4.3,2098.0,9.073,4.3
tm1125844,The Whole Truth,MOVIE,"When two siblings stumble on a strange hole in the wall of their grandparents' house, horrifying incidents reveal sinister secrets about their family.",2021,R,125,"['thriller', 'drama', 'horror']",['TH'],,tt15850662,5.2,3798.0,37.941,6.5
tm833216,Things Heard & Seen,MOVIE,"Catherine Clare reluctantly trades life in 1980 Manhattan for a remote home in the tiny hamlet of Chosen, New York, after her husband George lands a job teaching art history at a small Hudson Valley college. Even as she does her best to transform the old dairy farm into a place where young daughter Franny will be happy, Catherine increasingly finds herself isolated and alone. She soon comes to sense a sinister darkness lurking both in the walls of the ramshackle property—and in her marriage to George.",2021,,119,"['horror', 'drama', 'thriller']",['US'],,tt10962368,5.3,32933.0,14.656,5.8
tm525645,Fear Street: Part One - 1994,MOVIE,A circle of teenage friends accidentally encounter the ancient evil responsible for a series of brutal murders that have plagued their town for over 300 years. Welcome to Shadyside.,2021,,107,"['drama', 'horror', 'thriller']",['US'],,tt6566576,6.2,84442.0,49.33,6.738
tm1091823,Boomika,MOVIE,"Samyuktha's husband Gautham acquires a contract to build a township villa in an abandoned forest area. Gautham takes the help of his close friend Gayathri, an architect, to plan the construction. Gautham, Samyuktha, Gayathri, Aditi visit the guest house in the forest area to plan the construction. However, they start to experience several paranormal activities in the guest house which leaves them shocked and terrified.",2021,,122,"['horror', 'thriller']",['IN'],,tt11073148,5.2,2621.0,2.169,5.75
tm1005109,Kingdom: Ashin of the North,MOVIE,"Tragedy, betrayal and a mysterious discovery fuel a woman's vengeance for the loss of her tribe and family in this special episode of ""Kingdom.""",2021,,92,"['action', 'drama', 'fantasy', 'horror', 'thriller']",['KR'],,tt13412252,7.0,11560.0,34.202,7.4
tm1120902,The Privilege,MOVIE,A wealthy teen and his friends attending an elite private school uncover a dark conspiracy while looking into a series of strange supernatural events.,2022,,107,"['drama', 'horror', 'scifi', 'thriller']",['DE'],,tt14637290,4.7,5132.0,22.738,5.035
tm1115392,Shyam Singha Roy,MOVIE,"A young filmmaker is in a soup right when he’s about to find his footing in the film industry. When he sets out to find an answer, turns out it’s in the past.",2021,,157,"['drama', 'romance', 'horror', 'thriller']",['IN'],,tt13349716,7.7,13780.0,4.482,6.5
tm1038364,Ghost Lab,MOVIE,"After witnessing a haunting in their hospital, two doctors become dangerously obsessed with obtaining scientific proof that ghosts exist.",2021,,117,"['horror', 'scifi', 'thriller', 'drama']",['TH'],,tt13446126,5.2,1545.0,18.005,6.4
tm1102868,Nobody Sleeps in the Woods Tonight 2,MOVIE,"When something horrible happens to the only survivor of a bloody massacre, an insecure rookie cop must overcome his fears to stop further carnage.",2021,,97,"['horror', 'thriller', 'comedy']",['PL'],,tt14315500,3.8,4232.0,23.006,4.696
tm984204,The Seventh Day,MOVIE,"A renowned exorcist teams up with a rookie priest for his first day of training. As they plunge deeper into hell on earth, the lines between good and evil blur, and their own demons emerge.",2021,R,87,['horror'],['US'],,tt11268776,4.5,4924.0,30.587,5.4
tm1262291,Kumari,MOVIE,"The world of Kumari, who is married off far away in Kanhirangat, a cursed land beyond Illymala, in the west. A naive Kumari arrives in the cursed land, where people are ready to sacrifice their lives to preserve tradition and power.",2022,,137,"['thriller', 'horror']",[],,tt13531020,6.4,1774.0,,
tm948681,Below Zero,MOVIE,"On a lonely road, a prison transport is brutally assaulted. Martin, the policeman who was driving, survives and fortifies his position while the con men search for a way to finish him.",2021,,106,"['horror', 'thriller', 'action', 'crime', 'drama']",['ES'],,tt9845564,6.2,20308.0,16.434,6.407
tm1001095,Roohi,MOVIE,Roohi is set in a fictional town of North India. The film revolves around two small-town boys Bhaura and Kattanni who are stuck in a forest with Roohi. But there’s an insidious spirit following them with feet turned backwards.,2021,,134,"['horror', 'comedy']",['IN'],,tt10098288,4.3,10454.0,4.42,4.3
tm507368,Kaatteri,MOVIE,"To escape the wrath of the gangster whom they work for, a gang of treasure-seeking, bumbling criminals go to a hillside village, which, they don't realise is a ghost town, literally!",2022,,121,"['comedy', 'horror']",['IN'],,tt7853250,4.3,396.0,2.573,6.0
tm998238,El Ens Wa El Nems,MOVIE,"The story follows a poor government employee who lands in a lot of trouble because of his father's profession, while he falls for a girl who tries to help him solve his problems.",2021,,120,"['scifi', 'action', 'comedy', 'fantasy', 'horror']",['EG'],,tt13043436,5.3,1297.0,2.825,4.1
